LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,Unnamed: 15,PARAM_TYPE,NOTE
,,,,,50980,RHEUMATOID FACTOR,,labevents,11115,CHEMISTRY,,BLOOD,6928-6,,,
,,,,,51231,HOWELL-JOLLY BODIES,,labevents,4253,HEMATOLOGY,,BLOOD,7793-3,,,
,,,,,50948,IMMUNOFIXATION,,labevents,9804,CHEMISTRY,,BLOOD,49275-1,,,
,,,,,50945,HOMOCYSTEINE,,labevents,2425,CHEMISTRY,,BLOOD,13965-9,,,
,,,,,50872,ANTI-NEUTROPHIL CYTOPLASMIC ANTIBODY,,labevents,6920,CHEMISTRY,,BLOOD,35279-9,,,
,,,,,51086,"IMMUNOFIXATION, URINE",,labevents,6573,CHEMISTRY,,URINE,49276-9,,,
,,,,,51026,"AMYLASE, BODY FLUID",,labevents,1356,CHEMISTRY,,OTHER BODY FLUID,1795-4,,,
,,,,,51047,"AMYLASE, PLEURAL",,labevents,1945,CHEMISTRY,,PLEURAL,1796-2,,,
,,,,,50938,HEPATITIS A VIRUS IGM ANTIBODY,,labevents,5344,CHEMISTRY,,BLOOD,22314-9,,,
,,,,,50932,GRAY TOP HOLD (PLASMA),,labevents,7427,CHEMISTRY,,BLOOD,,,,
,,,,,51411,CD45,,labevents,3222,HEMATOLOGY,,OTHER BODY FLUID,17823-6,,,
,,,,,51236,INPATIENT HEMATOLOGY/ONCOLOGY SMEAR,,labevents,4733,HEMATOLOGY,,BLOOD,,,,
,,,,,51379,MONOCYTES,,labevents,6471,HEMATOLOGY,,JOINT FLUID,17835-0,,,
,,,,,51382,POLYS,,labevents,6471,HEMATOLOGY,,JOINT FLUID,26522-3,,,
,,,,,51398,CD19,,labevents,3119,HEMATOLOGY,,OTHER BODY FLUID,17829-3,,,
,,,,,50939,"HEPATITIS B CORE ANTIBODY, IGM",,labevents,3819,CHEMISTRY,,BLOOD,31204-1,,,
,,,,,51085,"HCG, URINE, QUALITATIVE",,labevents,85740,CHEMISTRY,,URINE,2106-3,,,
,,,,,51229,"HEPARIN, LMW",,labevents,2537,HEMATOLOGY,,BLOOD,32684-3,,,
,,,,,51342,WRIGHT GIEMSA,,labevents,3146,HEMATOLOGY,,BONE MARROW,10355-6,,,
,,,,,51453,OTHER,,labevents,3181,HEMATOLOGY,,PLEURAL,,,,
,,,,,50895,CALCULATED TBG,,labevents,8290,CHEMISTRY,,BLOOD,3027-0,,,
,,,,,51005,UPTAKE RATIO,,labevents,8263,CHEMISTRY,,BLOOD,3050-2,,,
,,,,,51373,"JOINT CRYSTALS, NUMBER",,labevents,5716,HEMATOLOGY,,JOINT FLUID,,,,
,,,,,50896,CALCULATED THYROXINE (T4) INDEX,,labevents,8212,CHEMISTRY,,BLOOD,32215-6,,,
,,,,,51297,THROMBIN,,labevents,2041,HEMATOLOGY,,BLOOD,3243-3,,,
,,,,,51424,IMMUNOPHENOTYPING,,labevents,5538,HEMATOLOGY,,OTHER BODY FLUID,,,,
,,,,,50874,"ANTI-NUCLEAR ANTIBODY, TITER",,labevents,7955,CHEMISTRY,,BLOOD,8061-4,,,
,,,,,51425,KAPPA,,labevents,2720,HEMATOLOGY,,OTHER BODY FLUID,,,,
,,,,,51426,LAMBDA,,labevents,2719,HEMATOLOGY,,OTHER BODY FLUID,,,,
,,,,,51243,LUPUS ANTICOAGULANT,,labevents,4687,HEMATOLOGY,,BLOOD,,,,
,,,,,50898,CANCER ANTIGEN 27.29,,labevents,10263,CHEMISTRY,,BLOOD,17842-6,,,
,,,,,51434,OTHER CELL,,labevents,1742,HEMATOLOGY,,OTHER BODY FLUID,,,,
,,,,,50988,TESTOSTERONE,,labevents,18240,CHEMISTRY,,BLOOD,2986-8,,,
,,,,,51264,PLATELET CLUMPS,,labevents,329,HEMATOLOGY,,BLOOD,40741-1,,,
,,,,,51138,ANTICARDIOLIPIN ANTIBODY IGG,,labevents,2644,HEMATOLOGY,,BLOOD,8065-5,,,
,,,,,51139,ANTICARDIOLIPIN ANTIBODY IGM,,labevents,2644,HEMATOLOGY,,BLOOD,3182-3,,,
,,,,,51105,"URIC ACID, URINE",,labevents,1682,CHEMISTRY,,URINE,3086-6,,,
,,,,,51206,FACTOR VIII,,labevents,2407,HEMATOLOGY,,BLOOD,3209-4,,,
,,,,,51429,MESOTHELIAL CELLS,,labevents,1137,HEMATOLOGY,,OTHER BODY FLUID,28544-5,,,
,,,,,51150,BLOOD PARASITE SMEAR,,labevents,4593,HEMATOLOGY,,BLOOD,24429-3,,,
,,,,,51034,"GLUCOSE, BODY FLUID",,labevents,740,CHEMISTRY,,OTHER BODY FLUID,2344-0,,,
,,,,,51404,CD3,,labevents,1938,HEMATOLOGY,,OTHER BODY FLUID,17826-9,,,
,,,,,51123,OTHER,,labevents,2799,HEMATOLOGY,,ASCITES,,,,
,,,,,50913,CRYOGLOBULIN,,labevents,2308,CHEMISTRY,,BLOOD,5117-7,,,
,,,,,50996,"TISSUE TRANSGLUTAMINASE AB, IGA",,labevents,16245,CHEMISTRY,,BLOOD,31017-7,,,
,,,,,51198,ENVELOPE CELLS,,labevents,2221,HEMATOLOGY,,BLOOD,681-7,,,
,,,,,51088,"MAGNESIUM, URINE",,labevents,1549,CHEMISTRY,,URINE,2598-1,,,
,,,,,51035,"LD, BODY FLUID",,labevents,644,CHEMISTRY,,OTHER BODY FLUID,2529-6,,,
,,,,,50894,CALCULATED FREE TESTOSTERONE,,labevents,7013,CHEMISTRY,,BLOOD,2991-8,,,
,,,,,50989,"TESTOSTERONE, FREE",,labevents,2234,CHEMISTRY,,BLOOD,2991-8,,,
,,,,,50961,METHOTREXATE,,labevents,6054,CHEMISTRY,,BLOOD,,,,
,,,,,50973,PROLACTIN,,labevents,10258,CHEMISTRY,,BLOOD,2842-3,,,
,,,,,50876,ANTI-SMOOTH MUSCLE ANTIBODY,,labevents,6779,CHEMISTRY,,BLOOD,14252-1,,,
,,,,,51499,SPERM,,labevents,825,HEMATOLOGY,,URINE,8248-7,,,
,,,,,50871,ANTI-MITOCHONDRIAL ANTIBODY,,labevents,6219,CHEMISTRY,,BLOOD,14236-4,,,
,,,,,51412,CD5,,labevents,1971,HEMATOLOGY,,OTHER BODY FLUID,57423-6,,,
,,,,,51263,PLASMA CELLS,,labevents,1893,HEMATOLOGY,,BLOOD,13047-6,,,
,,,,,51400,CD20,,labevents,1916,HEMATOLOGY,,OTHER BODY FLUID,57418-6,,,
,,,,,51388,CD10,,labevents,1921,HEMATOLOGY,,OTHER BODY FLUID,51217-8,,,
,,,,,51089,MARIJUANA,,labevents,11472,CHEMISTRY,,URINE,3427-2,,,
,,,,,50881,BETA-2 MICROGLOBULIN,,labevents,8542,CHEMISTRY,,BLOOD,32731-2,,,
,,,,,51503,TRIPLE PHOSPHATE CRYSTALS,,labevents,1261,HEMATOLOGY,,URINE,5814-9,,,
,,,,,51271,"PROTEIN C, FUNCTIONAL",,labevents,1665,HEMATOLOGY,,BLOOD,27818-4,,,
,,,,,51423,HLA-DR,,labevents,1511,HEMATOLOGY,,OTHER BODY FLUID,51381-2,,,
,,,,,51140,ANTITHROMBIN,,labevents,2203,HEMATOLOGY,,BLOOD,27811-9,,,
,,,,,51402,CD23,,labevents,1473,HEMATOLOGY,,OTHER BODY FLUID,51269-9,,,
,,,,,51338,IMMUNOPHENOTYPING,,labevents,4958,HEMATOLOGY,,BONE MARROW,,,,
,,,,,51420,FMC-7,,labevents,1479,HEMATOLOGY,,OTHER BODY FLUID,57428-5,,,
,,,,,51325,CD45,,labevents,2142,HEMATOLOGY,,BONE MARROW,51340-8,,,
,,,,,50926,FOLLICLE STIMULATING HORMONE,,labevents,9247,CHEMISTRY,,BLOOD,15067-2,,,
,,,,,50918,DOUBLE STRANDED DNA,,labevents,7680,CHEMISTRY,,BLOOD,5130-0,,,
,,,,,51262,PENCIL CELLS,,labevents,2383,HEMATOLOGY,,BLOOD,10377-0,,,
,,,,,51422,"HEMATOCRIT, OTHER FLUID",,labevents,467,HEMATOLOGY,,OTHER BODY FLUID,11153-4,,,
,,,,,51224,HEMOGLOBIN C,,labevents,5579,HEMATOLOGY,,BLOOD,4561-7,,,
,,,,,51226,HEMOGLOBLIN A,,labevents,5579,HEMATOLOGY,,BLOOD,10346-5,,,
,,,,,51227,HEMOGLOBLIN S,,labevents,5579,HEMATOLOGY,,BLOOD,4622-7,,,
,,,,,51445,"HEMATOCRIT, PLEURAL",,labevents,975,HEMATOLOGY,,PLEURAL,,,,
,,,,,51091,"MYOGLOBIN, URINE",,labevents,443,CHEMISTRY,,URINE,2640-1,,,
,,,,,51164,CD19,,labevents,1380,HEMATOLOGY,,BLOOD,8117-4,,,
,,,,,51276,QUANTITATIVE G6PD,,labevents,2700,HEMATOLOGY,,BLOOD,32546-4,,,
,,,,,51234,IMMUNOPHENOTYPING,,labevents,2831,HEMATOLOGY,,BLOOD,,,,
,,,,,51517,WBC CASTS,,labevents,633,HEMATOLOGY,,URINE,5820-6,,,
,,,,,51232,HYPERSEGMENTED NEUTROPHILS,,labevents,621,HEMATOLOGY,,BLOOD,766-6,,,
,,,,,50877,ANTI-THYROGLOBULIN ANTIBODIES,,labevents,6975,CHEMISTRY,,BLOOD,5380-1,,,
,,,,,51489,NONSQUAMOUS EPITHELIAL CELL,,labevents,744,HEMATOLOGY,,URINE,41284-1,,,
,,,,,51168,CD20,,labevents,1323,HEMATOLOGY,,BLOOD,8119-0,,,
,,,,,51416,CD7,,labevents,1076,HEMATOLOGY,,OTHER BODY FLUID,57425-1,,,
,,,,,51399,CD2,,labevents,1070,HEMATOLOGY,,OTHER BODY FLUID,17827-7,,,
,,,,,51183,CD45,,labevents,1428,HEMATOLOGY,,BLOOD,8130-7,,,
,,,,,50990,THEOPHYLLINE,,labevents,111,CHEMISTRY,,BLOOD,4049-3,,,
,,,,,51060,"TRIGLYCERIDES, PLEURAL",,labevents,1658,CHEMISTRY,,PLEURAL,9619-8,,,
,,,,,51313,CD19,,labevents,1652,HEMATOLOGY,,BONE MARROW,32525-8,,,
,,,,,51184,CD5,,labevents,1312,HEMATOLOGY,,BLOOD,8132-3,,,
,,,,,51406,CD34,,labevents,1048,HEMATOLOGY,,OTHER BODY FLUID,,,,
,,,,,51376,MACROPHAGE,,labevents,3097,HEMATOLOGY,,JOINT FLUID,33376-5,,,
,,,,,51370,"JOINT CRYSTALS, BIREFRINGENCE",,labevents,1332,HEMATOLOGY,,JOINT FLUID,,,,
,,,,,51372,"JOINT CRYSTALS, LOCATION",,labevents,1332,HEMATOLOGY,,JOINT FLUID,,,,
,,,,,51374,"JOINT CRYSTALS, SHAPE",,labevents,1332,HEMATOLOGY,,JOINT FLUID,,,,
,,,,,50958,LUTEINIZING HORMONE,,labevents,5928,CHEMISTRY,,BLOOD,1599-0,,,
,,,,,51068,24 HR PROTEIN,,labevents,4070,CHEMISTRY,,URINE,2889-4,,,
,,,,,51460,"BLOOD, OCCULT",,labevents,2983,HEMATOLOGY,,STOOL,2335-8,,,
,,,,,51319,CD3,,labevents,1579,HEMATOLOGY,,BONE MARROW,32529-0,,,
,,,,,51337,HLA-DR,,labevents,1546,HEMATOLOGY,,BONE MARROW,51380-4,,,
,,,,,51340,KAPPA,,labevents,1470,HEMATOLOGY,,BONE MARROW,,,,
,,,,,51341,LAMBDA,,labevents,1470,HEMATOLOGY,,BONE MARROW,,,,
,,,,,51199,EOSINOPHIL COUNT,,labevents,531,HEMATOLOGY,,BLOOD,26449-9,,,
,,,,,51315,CD20,,labevents,1498,HEMATOLOGY,,BONE MARROW,,,,
,,,,,51238,KAPPA,,labevents,1311,HEMATOLOGY,,BLOOD,,,,
,,,,,51239,LAMBDA,,labevents,1311,HEMATOLOGY,,BLOOD,,,,
,,,,,51152,CD10,,labevents,1320,HEMATOLOGY,,BLOOD,8107-5,,,
,,,,,51326,CD5,,labevents,1468,HEMATOLOGY,,BONE MARROW,35640-2,,,
,,,,,51230,HLA-DR,,labevents,1292,HEMATOLOGY,,BLOOD,32621-5,,,
,,,,,51507,"URINE CASTS, OTHER",,labevents,414,HEMATOLOGY,,URINE,9842-6,,,
,,,,,50962,N-ACETYLPROCAINAMIDE (NAPA),,labevents,24,CHEMISTRY,,BLOOD,3834-9,,,
,,,,,50972,PROCAINAMIDE,,labevents,24,CHEMISTRY,,BLOOD,3982-6,,,
,,,,,51228,HEPARIN,,labevents,3897,HEMATOLOGY,,BLOOD,13055-9,,,
,,,,,51273,"PROTEIN S, FUNCTIONAL",,labevents,1541,HEMATOLOGY,,BLOOD,31102-7,,,
,,,,,51332,CD7,,labevents,910,HEMATOLOGY,,BONE MARROW,35641-0,,,
,,,,,51314,CD2,,labevents,882,HEMATOLOGY,,BONE MARROW,32527-4,,,
,,,,,51235,INHIBITOR SCREEN,,labevents,932,HEMATOLOGY,,BLOOD,,,,
,,,,,51115,"HEMATOCRIT, ASCITES",,labevents,344,HEMATOLOGY,,ASCITES,,,,
,,,,,50992,THYROID PEROXIDASE ANTIBODIES,,labevents,5207,CHEMISTRY,,BLOOD,8099-4,,,
,,,,,50991,THYROGLOBULIN,,labevents,4960,CHEMISTRY,,BLOOD,3013-0,,,
,,,,,51192,CD7,,labevents,968,HEMATOLOGY,,BLOOD,8135-6,,,
,,,,,51510,"URINE CRYSTALS, OTHER",,labevents,398,HEMATOLOGY,,URINE,5783-6,,,
,,,,,51481,HEMOSIDERIN,,labevents,698,HEMATOLOGY,,URINE,4644-1,,,
,,,,,51167,CD2,,labevents,959,HEMATOLOGY,,BLOOD,8118-2,,,
,,,,,51321,CD34,,labevents,976,HEMATOLOGY,,BONE MARROW,57400-4,,,
,,,,,51215,FMC-7,,labevents,1088,HEMATOLOGY,,BLOOD,17220-5,,,
,,,,,51109,"URINE VOLUME, TOTAL",,labevents,657,CHEMISTRY,,URINE,28009-9,,,
,,,,,51101,TOTAL COLLECTION TIME,,labevents,657,CHEMISTRY,,URINE,13362-9,,,
,,,,,51172,CD23,,labevents,1073,HEMATOLOGY,,BLOOD,14018-6,,,
,,,,,51302,YOUNG CELLS,,labevents,145,HEMATOLOGY,,BLOOD,51633-6,,,
,,,,,50865,AMIKACIN,,labevents,542,CHEMISTRY,,BLOOD,,,,
,,,,,51471,CELLULAR CAST,,labevents,995,HEMATOLOGY,,URINE,,,,
,,,,,51317,CD23,,labevents,1108,HEMATOLOGY,,BONE MARROW,51268-1,,,
,,,,,51335,FMC-7,,labevents,1108,HEMATOLOGY,,BONE MARROW,,,,
,,,,,51307,CD13,,labevents,880,HEMATOLOGY,,BONE MARROW,51237-6,,,
,,,,,51298,VON WILLEBRAND FACTOR ACTIVITY,,labevents,1128,HEMATOLOGY,,BLOOD,6014-5,,,
,,,,,51299,VON WILLEBRAND FACTOR ANTIGEN,,labevents,1133,HEMATOLOGY,,BLOOD,6012-9,,,
,,,,,51441,BANDS,,labevents,188,HEMATOLOGY,,PLEURAL,,,,
,,,,,51111,BANDS,,labevents,282,HEMATOLOGY,,ASCITES,,,,
,,,,,51320,CD33,,labevents,671,HEMATOLOGY,,BONE MARROW,51293-9,,,
,,,,,51386,BANDS,,labevents,188,HEMATOLOGY,,OTHER BODY FLUID,26510-8,,,
,,,,,51064,"POTASSIUM, STOOL",,labevents,242,CHEMISTRY,,STOOL,15202-5,,,
,,,,,51065,"SODIUM, STOOL",,labevents,245,CHEMISTRY,,STOOL,15207-4,,,
,,,,,51305,CD117,,labevents,750,HEMATOLOGY,,BONE MARROW,42866-4,,,
,,,,,50850,"TRIGLYCERIDES, ASCITES",,labevents,444,CHEMISTRY,,ASCITES,14447-7,,,
,,,,,51515,WAXY CASTS,,labevents,287,HEMATOLOGY,,URINE,5819-8,,,
,,,,,51310,CD15,,labevents,720,HEMATOLOGY,,BONE MARROW,51251-7,,,
,,,,,51289,SERUM VISCOSITY,,labevents,1484,HEMATOLOGY,,BLOOD,3128-6,,,
,,,,,51225,HEMOGLOBIN F,,labevents,3513,HEMATOLOGY,,BLOOD,9749-3,,,
,,,,,51323,CD4,,labevents,529,HEMATOLOGY,,BONE MARROW,51301-0,,,
,,,,,51309,CD14,,labevents,616,HEMATOLOGY,,BONE MARROW,32507-6,,,
,,,,,51291,SICKLE CELLS,,labevents,810,HEMATOLOGY,,BLOOD,801-1,,,
,,,,,51334,CD8,,labevents,486,HEMATOLOGY,,BONE MARROW,51372-1,,,
,,,,,51369,"HEMATOCRIT, JOINT FLUID",,labevents,799,HEMATOLOGY,,JOINT FLUID,,,,
,,,,,51188,CD56,,labevents,350,HEMATOLOGY,,BLOOD,8133-1,,,
,,,,,51454,PLASMA CELLS,,labevents,533,HEMATOLOGY,,PLEURAL,40522-5,,,
,,,,,51042,"SODIUM, BODY FLUID",,labevents,42,CHEMISTRY,,OTHER BODY FLUID,2950-4,,,
,,,,,51063,"OSMOLALITY, STOOL",,labevents,236,CHEMISTRY,,STOOL,2693-0,,,
,,,,,51223,HEMOGLOBIN A2,,labevents,3353,HEMATOLOGY,,BLOOD,4552-6,,,
,,,,,51247,MACROOVALOCYTES,,labevents,733,HEMATOLOGY,,BLOOD,10376-2,,,
,,,,,51331,CD64,,labevents,446,HEMATOLOGY,,BONE MARROW,51365-5,,,
,,,,,51306,CD11C,,labevents,435,HEMATOLOGY,,BONE MARROW,33202-3,,,
,,,,,51178,CD34,,labevents,298,HEMATOLOGY,,BLOOD,8125-7,,,
,,,,,51328,CD56,,labevents,447,HEMATOLOGY,,BONE MARROW,,,,
,,,,,50921,ESTRADIOL,,labevents,3402,CHEMISTRY,,BLOOD,2243-4,,,
,,,,,51041,"POTASSIUM, BODY FLUID",,labevents,38,CHEMISTRY,,OTHER BODY FLUID,2821-7,,,
,,,,,51156,CD13,,labevents,275,HEMATOLOGY,,BLOOD,8110-9,,,
,,,,,50853,25-OH VITAMIN D,,labevents,82510,CHEMISTRY,,BLOOD,,,,
,,,,,51124,PLASMA,,labevents,678,HEMATOLOGY,,ASCITES,40518-3,,,
,,,,,51324,CD41,,labevents,355,HEMATOLOGY,,BONE MARROW,51319-2,,,
,,,,,51272,"PROTEIN S, ANTIGEN",,labevents,178,HEMATOLOGY,,BLOOD,27823-4,,,
,,,,,51045,"UREA NITROGEN, BODY FLUID",,labevents,56,CHEMISTRY,,OTHER BODY FLUID,3093-2,,,
,,,,,51177,CD33,,labevents,227,HEMATOLOGY,,BLOOD,8102-6,,,
,,,,,51408,CD4,,labevents,232,HEMATOLOGY,,OTHER BODY FLUID,17822-8,,,
,,,,,51158,CD14,,labevents,227,HEMATOLOGY,,BLOOD,8111-7,,,
,,,,,51452,NRBC,,labevents,138,HEMATOLOGY,,PLEURAL,,,,
,,,,,51155,CD11C,,labevents,261,HEMATOLOGY,,BLOOD,8109-1,,,
,,,,,51333,CD71,,labevents,334,HEMATOLOGY,,BONE MARROW,,,,
,,,,,51418,CD8,,labevents,226,HEMATOLOGY,,OTHER BODY FLUID,17824-4,,,
,,,,,51205,FACTOR VII,,labevents,466,HEMATOLOGY,,BLOOD,3198-9,,,
,,,,,51336,GLYCO A,,labevents,320,HEMATOLOGY,,BONE MARROW,33208-0,,,
,,,,,51044,TRIGLYCER,,labevents,142,CHEMISTRY,,OTHER BODY FLUID,12228-3,,,
,,,,,51084,"GLUCOSE, URINE",,labevents,137,CHEMISTRY,,URINE,2350-7,,,
,,,,,51159,CD15,,labevents,234,HEMATOLOGY,,BLOOD,17117-3,,,
,,,,,51241,LEUKOCYTE ALKALINE PHOSPHATASE,,labevents,51,HEMATOLOGY,,BLOOD,4659-9,,,
,,,,,51154,CD117,,labevents,238,HEMATOLOGY,,BLOOD,17107-4,,,
,,,,,51038,"MISCELLANEOUS, BODY FLUID",,labevents,724,CHEMISTRY,,OTHER BODY FLUID,,,,
,,,,,51083,"ETHANOL, URINE",,labevents,110,CHEMISTRY,,URINE,5644-0,,,
,,,,,51182,CD41,,labevents,189,HEMATOLOGY,,BLOOD,17148-8,,,
,,,,,50848,"SODIUM, ASCITES",,labevents,51,CHEMISTRY,,ASCITES,49790-9,,,
,,,,,50916,DHEA-SULFATE,,labevents,1974,CHEMISTRY,,BLOOD,2191-5,,,
,,,,,51191,CD64,,labevents,205,HEMATOLOGY,,BLOOD,17183-5,,,
,,,,,51193,CD71,,labevents,194,HEMATOLOGY,,BLOOD,8136-4,,,
,,,,,51217,GLYCO A,,labevents,190,HEMATOLOGY,,BLOOD,17221-3,,,
,,,,,51027,"BICARBONATE, OTHER FLUID",,labevents,194,CHEMISTRY,,OTHER BODY FLUID,11211-0,,,
,,,,,51072,"AMYLASE, URINE",,labevents,117,CHEMISTRY,,URINE,1799-6,,,
,,,,,51073,"AMYLASE/CREATININE RATIO, URINE",,labevents,115,CHEMISTRY,,URINE,34235-2,,,
,,,,,51204,FACTOR V,,labevents,285,HEMATOLOGY,,BLOOD,3193-0,,,
,,,,,51208,FACTOR X,,labevents,237,HEMATOLOGY,,BLOOD,3218-5,,,
,,,,,51022,"GLUCOSE, JOINT FLUID",,labevents,171,CHEMISTRY,,JOINT FLUID,2348-1,,,
,,,,,51149,BLEEDING TIME,,labevents,70,HEMATOLOGY,,BLOOD,11067-6,,,
,,,,,51203,FACTOR IX,,labevents,307,HEMATOLOGY,,BLOOD,3188-0,,,
,,,,,51392,CD13,,labevents,104,HEMATOLOGY,,OTHER BODY FLUID,51238-4,,,
,,,,,51270,"PROTEIN C, ANTIGEN",,labevents,136,HEMATOLOGY,,BLOOD,27820-0,,,
,,,,,51494,RBC CASTS,,labevents,93,HEMATOLOGY,,URINE,5807-3,,,
,,,,,50847,"POTASSIUM, ASCITES",,labevents,38,CHEMISTRY,,ASCITES,49789-1,,,
,,,,,51122,NUCLEATED RBC,,labevents,164,HEMATOLOGY,,ASCITES,,,,
,,,,,51207,FACTOR VIII INHIBITOR,,labevents,191,HEMATOLOGY,,BLOOD,3204-5,,,
,,,,,51381,OTHER,,labevents,928,HEMATOLOGY,,JOINT FLUID,,,,
,,,,,51433,NRBC,,labevents,87,HEMATOLOGY,,OTHER BODY FLUID,,,,
,,,,,51061,"BICARBONATE, STOOL",,labevents,49,CHEMISTRY,,STOOL,14040-0,,,
,,,,,51163,CD16/56%,,labevents,1159,HEMATOLOGY,,BLOOD,,,,
,,,,,50830,"PCO2, BODY FLUID",,labevents,2,BLOOD GAS,,OTHER BODY FLUID,2023-0,,,
,,,,,50837,"BICARBONATE, ASCITES",,labevents,33,CHEMISTRY,,ASCITES,54360-3,,,
,,,,,51366,BANDS,,labevents,222,HEMATOLOGY,,JOINT FLUID,33361-7,,,
,,,,,51220,HEINZ BODY PREP,,labevents,201,HEMATOLOGY,,BLOOD,48068-1,,,
,,,,,51187,CD55,,labevents,211,HEMATOLOGY,,BLOOD,17175-1,,,
,,,,,51190,CD59,,labevents,211,HEMATOLOGY,,BLOOD,17177-7,,,
,,,,,50901,CENTROMERE,,labevents,549,CHEMISTRY,,BLOOD,16570-4,,,
,,,,,51502,TRICHOMONAS,,labevents,155,HEMATOLOGY,,URINE,32724-7,,,
,,,,,51511,URINE FAT BODIES,,labevents,75,HEMATOLOGY,,URINE,2272-3,,,
,,,,,51413,CD56,,labevents,68,HEMATOLOGY,,OTHER BODY FLUID,57424-4,,,
,,,,,51096,PORPHOBILINOGEN SCREEN,,labevents,496,CHEMISTRY,,URINE,2809-2,,,
,,,,,51495,RBC CLUMPS,,labevents,34,HEMATOLOGY,,URINE,,,,
,,,,,51209,FACTOR XI,,labevents,299,HEMATOLOGY,,BLOOD,3226-8,,,
,,,,,51405,CD33,,labevents,50,HEMATOLOGY,,OTHER BODY FLUID,51294-7,,,
,,,,,51397,CD16/56,,labevents,86,HEMATOLOGY,,OTHER BODY FLUID,18268-3,,,
,,,,,51202,FACTOR II,,labevents,244,HEMATOLOGY,,BLOOD,3289-6,,,
,,,,,51290,SICKLE CELL PREPARATION,,labevents,726,HEMATOLOGY,,BLOOD,6864-3,,,
,,,,,51390,CD117,,labevents,63,HEMATOLOGY,,OTHER BODY FLUID,42867-2,,,
,,,,,51496,"REDUCING SUBSTANCES, URINE",,labevents,5,HEMATOLOGY,,URINE,,,,
,,,,,51377,MESOTHELIAL CELLS,,labevents,332,HEMATOLOGY,,JOINT FLUID,33365-8,,,
,,,,,51391,CD11C,,labevents,30,HEMATOLOGY,,OTHER BODY FLUID,51232-7,,,
,,,,,51395,CD15,,labevents,58,HEMATOLOGY,,OTHER BODY FLUID,51252-5,,,
,,,,,51467,BROAD CASTS,,labevents,101,HEMATOLOGY,,URINE,18487-9,,,
,,,,,51280,REPTILASE TIME,,labevents,6,HEMATOLOGY,,BLOOD,6683-7,,,
,,,,,51281,REPTILASE TIME CONTROL,,labevents,5,HEMATOLOGY,,BLOOD,,,,
,,,,,51415,CD64,,labevents,33,HEMATOLOGY,,OTHER BODY FLUID,51366-3,,,
,,,,,51393,CD138,,labevents,45,HEMATOLOGY,,OTHER BODY FLUID,42871-4,,,
,,,,,51161,CD16,,labevents,107,HEMATOLOGY,,BLOOD,8115-8,,,
,,,,,51470,CALCIUM PHOSPHATE CRYSTALS,,labevents,57,HEMATOLOGY,,URINE,5775-2,,,
,,,,,51394,CD14,,labevents,41,HEMATOLOGY,,OTHER BODY FLUID,51248-3,,,
,,,,,51174,CD3 %,,labevents,1338,HEMATOLOGY,,BLOOD,,,,
,,,,,51286,RISTOCETIN,,labevents,137,HEMATOLOGY,,BLOOD,,,,
,,,,,51461,AMMONIUM BIURATE,,labevents,25,HEMATOLOGY,,URINE,12454-5,,,
,,,,,50851,"UREA NITROGEN, ASCITES",,labevents,22,CHEMISTRY,,ASCITES,12265-5,,,
,,,,,50875,ANTI-PARIETAL CELL ANTIBODY,,labevents,151,CHEMISTRY,,BLOOD,26969-6,,,
,,,,,51020,"AMYLASE, JOINT FLUID",,labevents,6,CHEMISTRY,,JOINT FLUID,14388-3,,,
,,,,,51142,ARACHADONIC ACID,,labevents,452,HEMATOLOGY,,BLOOD,,,,
,,,,,51179,CD38,,labevents,93,HEMATOLOGY,,BLOOD,8126-5,,,
,,,,,51189,CD57,,labevents,159,HEMATOLOGY,,BLOOD,,,,
,,,,,50870,"ANTI-GLIADIN ANTIBODY, IGA",,labevents,122,CHEMISTRY,,BLOOD,7893-1,,,
,,,,,51058,"SODIUM, PLEURAL",,labevents,7,CHEMISTRY,,PLEURAL,,,,
,,,,,51135,ADP,,labevents,444,HEMATOLOGY,,BLOOD,,,,
,,,,,51195,COLLAGEN,,labevents,437,HEMATOLOGY,,BLOOD,,,,
,,,,,51201,EPINEPHERINE,,labevents,155,HEMATOLOGY,,BLOOD,,,,
,,,,,51211,FACTOR XIII,,labevents,83,HEMATOLOGY,,BLOOD,3240-9,,,
,,,,,50844,"LIPASE, ASCITES",,labevents,96,CHEMISTRY,,ASCITES,32722-1,,,
,,,,,51210,FACTOR XII,,labevents,66,HEMATOLOGY,,BLOOD,3232-6,,,
,,,,,51312,CD16/56,,labevents,146,HEMATOLOGY,,BONE MARROW,51255-8,,,
,,,,,51500,SULFONAMIDES,,labevents,8,HEMATOLOGY,,URINE,5812-3,,,
,,,,,50832,"PO2, BODY FLUID",,labevents,2,BLOOD GAS,,OTHER BODY FLUID,2706-0,,,
,,,,,51057,"POTASSIUM, PLEURAL",,labevents,5,CHEMISTRY,,PLEURAL,,,,
,,,,,51380,NRBC,,labevents,74,HEMATOLOGY,,JOINT FLUID,48040-0,,,
,,,,,51407,CD38,,labevents,51,HEMATOLOGY,,OTHER BODY FLUID,51299-6,,,
,,,,,51430,METAMYELOCYTES,,labevents,22,HEMATOLOGY,,OTHER BODY FLUID,17801-2,,,
